ItemName_Enc,ItemName,ItemCode,N_Observations,Mean_Sales,MAE,RMSE,MAPE,R2,Accuracy_±0.5,Accuracy_±1.0
185,Вост.слад. ассорти ФИСТАШКИ 500гр,1292,27,1.1111111111111112,0.004193821857308676,0.008961611502111834,0.002403836464829201,0.9998288118700553,1.0,1.0
1042,"Пирожное «Графские развалины» уп. 0,135",1211,45,1.6222222222222222,0.004189855285387637,0.0089460468927042,0.0019071546689958334,0.9998644947291906,1.0,1.0
1370,Суфле(Пай)  молочн. с бисквитом в молоч. шоколаде 60г БЗМЖ,183,22,1.5,0.004184386341456192,0.007834819476878373,0.002469336415657404,0.9999596878591888,1.0,1.0
831,"Напиток STARBAR CRAFT 0,33л малина,грейпфрут",370,16,1.375,0.004176370452746755,0.007503031171494643,0.002315825089335608,0.9998837770802366,1.0,1.0
1462,Сэндвич с ветчиной и сыром 200г,844,110,0.9090909090909091,0.004167763919317032,0.009603657303047589,0.0031022092987080213,0.9999175785947938,1.0,1.0
209,"Графские развалины 0,35",1189,33,1.4848484848484849,0.004166338163118641,0.0090501973098931,0.002182360393597503,0.9999106255393808,1.0,1.0
541,Колбаса САЛЬЧИЧОН с/к нарезка 100г,79,20,0.9,0.004155403373651544,0.01009343596195958,0.0029060381021336493,0.9997387757704662,1.0,1.0
536,Колбаса Московская в/к  в/у  270г,79,16,0.454375,0.004147820521835809,0.006529620336933977,0.011577961520184653,0.9998190322052842,1.0,1.0
1665,Шаурма с говядиной 230г,379,70,0.9142857142857143,0.004101227375428581,0.011103421561411985,0.0028075562242521872,0.9998596419017622,1.0,1.0
1469,Сэндвич-ролл Цезарь 170г,850,113,0.8672566371681416,0.004095182746676432,0.009572524706771031,0.003056428628133755,0.9999184737524774,1.0,1.0
681,Марципановая картошка Центис 100гр,1506,19,1.1578947368421053,0.004084422747292839,0.009100982577587085,0.0020078023299923884,0.9999047743118478,1.0,1.0
562,"Корз. с варен. сгущ. и минд. лепест 0,08",1493,21,1.5714285714285714,0.004084281476047542,0.008350008331852773,0.0018009552364811503,0.9999307484597711,1.0,1.0
1338,"Сок IL PRIMO яблочный из зеленых яблок 0,2л стекло",79,13,1.0,0.004057786591093771,0.008608447239568625,0.0027411632168013013,0.9998394383782677,1.0,1.0
943,Пастилки с маршмеллоу KIDS Клубника+Банан 55г,79,17,1.0,0.004049156906830414,0.007980885537254156,0.0028832787247444073,0.9998646491153377,1.0,1.0
1403,Сыр Пармезан колотый* 40% 100 гр Россия выдержка 9 мес. БЗМЖ,1565,9,0.8888888888888888,0.004038408682223399,0.011315859163318742,0.00274328649765979,0.9996010791478104,1.0,1.0
803,"Набор столовых приборов 2 (вилка 180 черн, салфетка 24х24)",425,23,1.3478260869565217,0.003998414415090108,0.007800574554197574,0.0023006967465888325,0.9998481646149732,1.0,1.0
1258,"Свечи в торт ""Спираль"", 10 шт., средние, металик",79,3,1.0,0.003981017336622916,0.005591811209500165,0.0027706555166222557,0.999953097471096,1.0,1.0
1614,Холодец говяжий 300г,491,10,1.0,0.00394775798153893,0.00653601753286763,0.0029952116659276995,0.9999466005935126,1.0,1.0
1645,Чай на чайник (пакетированный) Русские Традиции  15 пак*,79,2,0.0,0.003931905800066149,0.003931905800066149,0.0,0.0,1.0,1.0
373,Ирис Чув Чав Манго-маракуйя 27г,79,2,0.0,0.003931905800066149,0.003931905800066149,0.0,0.0,1.0,1.0
51,Батончик Туррон мягкий с миндалем 100г,687,28,1.3214285714285714,0.0039207821003685,0.007952016349217514,0.0023327139305708224,0.9999370064826044,1.0,1.0
